P80,sentence,4,29,0,0,0,3,2,2,8,0,0,0,0,0,0.33,0.57,0,0,0,1.0,1.0,4723,661,0,0,0,109,25,2289,138,0,0,0,0,0,0.09,207.81
P80,object,14,30,53,10,5,0,12,26,31,7,0,4,0.08,0.07,0.26,0.18,1.0,-1.0,15875,684,572,206,158,2,13578,441,306,135,13,46,0.06,228.2
P80,rhyme,7,43,22,7,10,2,4,6,0,1,0.56,0.83,0.57,1.0,0.82,7685,959,3783,232,111,2272,72,1066,0,12,0.05,228.87
P80,wordgen,15,47,32,73,29,13,12,10,6,3,9,12,2,4,0.2,0.77,0.83,0.78,0.41,0.73,0.5,17825,1050,780,780,5091,423,137,11175,95,65,90,2317,43,42,0.05,229.07
P80,scenemem,11,8,0,27,1,6,6,0,12,0,0.29,0.14,0,0.38,1.0,171,162,0,204,5,90,126,0,87,1,0.04,3668.48
