P39,sentence,38,46,58,79,38,22,26,31,30,42,44,13,11,18,0.1,0.21,0.16,0.28,0.49,0.33,0.18,43433,1039,605,1120,450,695,289,35158,513,425,639,142,299,196,0.14,166.96
P39,object,20,30,37,37,5,3,16,1,3,16,0,4,0.11,0.94,0.85,0.4,1.0,-0.14,22787,683,396,743,164,29,18124,24,30,334,5,43,0.1,186.0
P39,rhyme,1,10,2,2,0,1,0,0,0,0,0.0,1.0,1.0,1.0,0,1443,233,294,67,0,916,0,0,0,0,0.11,186.08
P39,wordgen,40,43,50,62,61,35,31,30,16,24,36,31,11,25,0.14,0.46,0.35,0.27,0.33,0.52,0.11,46079,959,1196,665,10668,1107,352,33942,276,502,350,5883,310,274,0.12,186.49
P39,scenemem,23,16,22,29,4,26,24,12,38,9,-0.06,-0.2,0.29,-0.13,-0.38,361,335,413,220,29,426,492,247,279,81,0.1,2992.21
