P72,sentence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,158.63
P72,object,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,176.65
P72,rhyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,178.01
P72,wordgen,19,35,44,57,33,8,36,9,16,23,29,11,4,0,0.36,0.37,0.31,0.33,0.5,0.33,1.0,21536,790,1063,615,5786,243,412,10182,267,480,283,2134,100,0,0.16,178.03
P72,scenemem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2842.22
