P56,sentence,29,47,81,70,50,31,37,12,1,52,29,0,5,0,0.41,0.96,0.22,0.41,1.0,0.72,1.0,33725,1049,849,996,591,986,416,13318,25,518,413,0,149,0,0.2,161.52
P56,object,28,52,72,39,20,4,22,14,27,28,4,0,0.12,0.58,0.45,0.16,0.67,1.0,32102,1176,773,779,641,48,25356,245,268,574,123,1,0.12,183.75
P56,rhyme,11,28,16,14,24,6,8,7,1,10,0.29,0.56,0.39,0.87,0.41,12248,635,2839,441,268,7313,128,1359,35,106,0.11,183.12
P56,wordgen,46,61,43,92,55,46,26,31,30,45,51,43,32,19,0.19,0.34,-0.02,0.29,0.12,0.18,0.16,53420,1365,1039,988,9500,1478,297,35181,506,932,493,8147,887,207,0.17,183.53
P56,scenemem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,2927.32
