P41,sentence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,149.27
P41,object,14,13,16,4,0,0,16,6,11,9,11,5,-0.07,0.37,0.19,-0.38,-1.0,-1.0,15733,288,168,87,0,0,18298,95,112,188,303,54,0.09,168.52
P41,rhyme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,167.95
P41,wordgen,0,0,0,0,0,0,0,1,8,2,11,3,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,409,0,0,0,0,0,0,947,137,37,103,651,0,0,0.06,167.87
P41,scenemem,13,11,0,21,0,24,23,11,22,9,-0.3,-0.35,-1.0,-0.02,-1.0,198,224,0,164,0,391,476,219,161,76,0.05,2702.85
