P36
sentence
,left,right,LI
wb,0.15,0.07,0.36
ba,0.95,0.0,1.0
sup. TG,1.24,0.0,1.0
mid. TG,1.42,0.0,1.0
inf. TG,0.0,0.0,0.0
pt,0.28,0.0,1.0
ag,0.04,0.0,1.0
 
object
,left,right,LI
whole brain,0.03,0.04,-0.14
broca's area,0.0,0.0,0.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
rhyme
,left,right,LI
whole brain,0.04,0.0,1.0
broca's area,0.35,0.0,1.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
wordgen
,left,right,LI
whole brain,0.94,0.68,0.16
broca's area,4.69,1.81,0.44
sfg,2.87,1.8,0.23
pt,0.6,0.11,0.69
ag,0.23,0.0,1.0
 
scenemem
,left,right,LI
mTL,2.74,3.6,-0.14
hippocampus,2.36,3.22,-0.15
amygdala,1.55,2.07,-0.14
phg,2.22,3.03,-0.15
entorhinal,0.48,2.12,-0.63
 
