P62
sentence
,left,right,LI
wb,0.0,0.0,0.0
ba,0.0,0.0,0.0
sup. TG,0.0,0.0,0.0
mid. TG,0.0,0.0,0.0
inf. TG,0.0,0.0,0.0
pt,0.0,0.0,0.0
ag,0.0,0.0,0.0
 
object
,left,right,LI
whole brain,1.62,1.34,0.09
broca's area,2.79,1.06,0.45
planum temporale,1.3,0.61,0.36
angular gyrus,0.42,0.17,0.42
 
rhyme
,left,right,LI
whole brain,0.19,0.05,0.58
broca's area,1.58,0.0,1.0
planum temporale,0.19,0.0,1.0
angular gyrus,0.13,0.0,1.0
 
wordgen
,left,right,LI
whole brain,0.68,0.3,0.39
broca's area,4.4,1.75,0.43
sfg,1.51,0.8,0.31
pt,1.1,0.14,0.77
ag,1.74,0.35,0.67
 
scenemem
,left,right,LI
mTL,0.26,0.23,0.06
hippocampus,0.12,0.17,-0.17
amygdala,0.01,0.0,1.0
phg,0.62,0.63,-0.01
entorhinal,0.0,0.02,-1.0
 
