P50,sentence,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,272,3,0,71,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,3,0,71,0,183,0,0,0,0,0,0.2,188.59
P50,object,10,9,11,6,2,7,4,1,0,4,3,9,8,13,5,2,5,9,0,0,0,0,0.05,0.06,-0.08,0.09,0.0,0.17,-0.38,1.0,0,1.0,1.0,11169,193,115,112,39,1180,50,17,0,123,34,9864,140,128,100,37,1016,96,5,0,0,0,21033,333,243,212,76,2196,146,22,0,123,34,0.15,210.96
P50,rhyme,1,16,26,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,1.0,0,0,0,0,0,1615,370,277,20,0,478,0,0,0,2,0,269,0,0,0,0,0,0,0,0,0,0,1884,370,277,20,0,478,0,0,0,2,0,0.18,210.08
P50,wordgen,18,50,81,44,36,41,12,25,21,11,8,11,26,47,18,39,26,0,2,0,1,0,0.24,0.32,0.27,0.42,-0.04,0.22,1.0,0.85,1.0,0.83,1.0,21029,1129,864,870,870,7226,144,354,220,351,93,12640,451,462,371,813,4998,0,31,0,35,3,33669,1580,1326,1241,1683,12224,144,385,220,386,96,0.14,210.4
