P58
sentence
,left,right,LI
wb,0.07,0.02,0.56
ba,1.19,0.0,1.0
sup. TG,0.45,0.0,1.0
mid. TG,0.11,0.0,1.0
inf. TG,0.0,0.0,0.0
pt,0.13,0.0,1.0
ag,0.03,0.0,1.0
 
object
,left,right,LI
whole brain,0.56,0.51,0.05
broca's area,0.64,0.0,1.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
rhyme
,left,right,LI
whole brain,0.13,0.03,0.62
broca's area,1.86,0.0,1.0
planum temporale,0.19,0.0,1.0
angular gyrus,0.04,0.28,-0.75
 
wordgen
,left,right,LI
whole brain,0.98,0.59,0.25
broca's area,5.78,0.49,0.84
sfg,1.55,0.31,0.67
pt,0.58,0.09,0.73
ag,0.46,0.0,1.0
 
scenemem
,left,right,LI
mTL,0.8,1.08,-0.15
hippocampus,0.77,0.9,-0.08
amygdala,0.22,0.32,-0.19
phg,0.97,1.47,-0.2
entorhinal,0.23,0.47,-0.34
 
