P50
sentence
,left,right,LI
wb,0.03,0.0,1.0
ba,0.61,0.0,1.0
sup. TG,0.0,0.0,0.0
mid. TG,0.0,0.0,0.0
inf. TG,0.0,0.0,0.0
pt,0.0,0.0,0.0
ag,0.0,0.0,0.0
 
object
,left,right,LI
whole brain,0.61,0.55,0.05
broca's area,0.74,0.82,-0.05
planum temporale,0.32,0.0,1.0
angular gyrus,0.17,0.0,1.0
 
rhyme
,left,right,LI
whole brain,0.11,0.02,0.69
broca's area,1.62,0.0,1.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
wordgen
,left,right,LI
whole brain,1.13,0.69,0.24
broca's area,5.93,2.45,0.42
sfg,2.18,2.39,-0.05
pt,0.65,0.14,0.65
ag,0.52,0.03,0.89
 
scenemem
,left,right,LI
mTL,0.07,0.07,0.0
hippocampus,0.14,0.08,0.27
amygdala,0.0,0.0,0.0
phg,0.17,0.23,-0.15
entorhinal,0.0,0.0,0.0
 
