P66
sentence
,left,right,LI
wb,0.41,0.25,0.24
ba,3.68,1.4,0.45
sup. TG,1.48,1.38,0.03
mid. TG,0.56,0.97,-0.27
inf. TG,0.03,0.0,1.0
pt,0.77,0.04,0.9
ag,0.75,0.09,0.79
 
object
,left,right,LI
whole brain,0.93,0.91,0.01
broca's area,2.71,1.7,0.23
planum temporale,0.5,0.02,0.92
angular gyrus,0.19,0.28,-0.19
 
rhyme
,left,right,LI
whole brain,0.0,0.0,0.0
broca's area,0.0,0.0,0.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
wordgen
,left,right,LI
whole brain,1.55,1.14,0.15
broca's area,7.66,4.34,0.28
sfg,2.65,1.3,0.34
pt,1.94,0.3,0.73
ag,1.5,0.86,0.27
 
scenemem
,left,right,LI
mTL,0.5,0.31,0.23
hippocampus,0.33,0.36,-0.04
amygdala,0.01,0.01,0.0
phg,1.26,0.71,0.28
entorhinal,0.08,0.04,0.33
 
