P64
sentence
,left,right,LI
wb,0.06,0.0,1.0
ba,0.91,0.0,1.0
sup. TG,0.56,0.0,1.0
mid. TG,0.03,0.0,1.0
inf. TG,0.0,0.0,0.0
pt,0.09,0.0,1.0
ag,0.09,0.0,1.0
 
object
,left,right,LI
whole brain,1.22,1.15,0.03
broca's area,3.62,2.25,0.23
planum temporale,0.66,0.87,-0.14
angular gyrus,0.13,0.16,-0.1
 
rhyme
,left,right,LI
whole brain,0.14,0.07,0.33
broca's area,0.43,0.0,1.0
planum temporale,0.0,0.0,0.0
angular gyrus,0.0,0.0,0.0
 
wordgen
,left,right,LI
whole brain,1.43,1.29,0.05
broca's area,4.83,3.93,0.1
sfg,2.23,1.78,0.11
pt,1.21,0.77,0.22
ag,0.07,0.38,-0.69
 
scenemem
,left,right,LI
mTL,1.12,1.75,-0.22
hippocampus,1.26,1.66,-0.14
amygdala,0.44,1.39,-0.52
phg,1.24,1.32,-0.03
entorhinal,0.29,0.65,-0.38
 
