P55
sentence
,left,right,LI
wb,0.03,0.03,0.0
ba,0.56,0.0,1.0
sup. TG,0.0,0.0,0.0
mid. TG,0.0,0.0,0.0
inf. TG,0.0,0.0,0.0
pt,0.03,0.0,1.0
ag,0.28,0.0,1.0
 
object
,left,right,LI
whole brain,0.35,0.29,0.09
broca's area,0.49,0.15,0.53
planum temporale,0.0,0.0,0.0
angular gyrus,0.01,0.0,1.0
 
rhyme
,left,right,LI
whole brain,0.44,0.15,0.49
broca's area,2.27,0.0,1.0
planum temporale,1.31,0.08,0.88
angular gyrus,0.29,0.0,1.0
 
wordgen
,left,right,LI
whole brain,1.03,0.91,0.06
broca's area,3.04,0.36,0.79
sfg,1.72,1.15,0.2
pt,1.26,0.9,0.17
ag,0.41,0.62,-0.2
 
scenemem
,left,right,LI
mTL,1.06,2.19,-0.35
hippocampus,1.28,2.18,-0.26
amygdala,0.47,1.11,-0.41
phg,1.73,2.75,-0.23
entorhinal,0.21,1.41,-0.74
 
